612 Brew,Animales Barbeque Co.,BBQ,https://www.animalesbarbeque.com/,FALSE,null,null,Uncle Franky's,"Burgers, Hot Dogs, Hot Sandwiches",http://www.unclefrankys.com/,FALSE,null,null,Domo Ramen,Japanese Fusion,https://www.domoramen.com/,FALSE,null,null,Centro,Tacos/Oyster,https://popolvuhmpls.com/centro,FALSE,null,null
Boom Island Brewing,Taco Bell,Tacos,https://popolvuhmpls.com/centro,FALSE,null,null,Pappy's Chicago Eatery,"Chicago Style Wings, Burgers, Sandwiches",http://www.pappyschicagoeatery.com/,FALSE,null,null,Broadway Pizza,Pizza,https://www.broadwaypizza.com/minneapolis/index.html,TRUE,null,null,Jonah's Cajun Seafood,Cajun Seafood,null,FALSE,null,null
Day Block Brewing Co,Sarpinos,Pizza,https://downtown-minneapolis.gosarpinos.com/ordering/,TRUE,null,null,Wasabi Fusion Sushi Bar,Sushi,http://www.wasabimn.com/,FALSE,null,null,Izzy's Ice Cream,Ice Cream,https://izzysicecream.com/locations/minneapolis/,FALSE,null,null,Kin Dee Thai Restaurant,Thai,http://www.kindeethairestaurant.com/,FALSE,null,null
Finnegan's Brewery,Hen House Eatery,Breakfast/Lunch,https://www.henhouseeatery.com/menu/lunch/,TRUE,null,null,The Local,Pub Food,http://the-local.com/,TRUE,null,null,Brit's Pub,English Pub Food,https://britspub.com/,FALSE,null,null,Crave,Bar Food,https://locations.craveamerica.com/ll/US/MN/Minneapolis/825-Hennepin-Ave,TRUE,null,null
Freehouse Brewery,Smack Shack,Seafood,http://www.smack-shack.com/,FALSE,null,null,Cuzzys,Bar Food,http://www.cuzzys.com/dntn/dntn_menu_full.html,FALSE,null,null,Borough,Lunch/Dinner/Brunch,https://www.boroughmpls.com/,FALSE,null,null,Bar La Grassa,Italian,https://www.barlagrassa.com/,FALSE,null,null
Lakes and Legends Brewery,Eggy's,Breakfast/Lunch,http://eggysdiner.com/locations/minneapolis/,FALSE,null,null,Lotus,Vietnamese,http://thelotusrestaurant.com/,TRUE,null,null,Ping's,Asian Cuisine,http://www.pingsmpls.com/,TRUE,null,null,Nicollet Diner,Diner Food,http://www.thenicolletdiner.com/,TRUE,null,null
Minneapolis Town Hall Brewery,Sarpinos,Pizza,https://downtown-minneapolis.gosarpinos.com/ordering/,TRUE,null,null,Wasabi Fusion Sushi Bar,Sushi,http://www.wasabimn.com/,FALSE,null,null,Izzy's Ice Cream,Ice Cream,https://izzysicecream.com/locations/minneapolis/,FALSE,null,null,Kin Dee Thai Restaurant,Thai,http://www.kindeethairestaurant.com/,FALSE,null,null
Rockbottom Brewery,Butcher and the Boar,Seafood/Steack/Chicken,https://butcherandtheboar.com/,FALSE,null,null,Rock Bottom,Bar Food,https://rockbottom.com/locations/minneapolis/menu/,TRUE,null,null,Fire Lake Restaurant,Brunch/Bar Food,http://firelakerestaurant.com/plaza.php,FALSE,null,null,The Capital Grill,Steaks and Seafood,https://www.thecapitalgrille.com/menu-listing/dinner,FALSE,null,null
Sisyphus Brewing,4 Bells,Seafood,https://4bells.com/,FALSE,null,null,Cafe and Bar Lurcat,Steak and Seafood,http://lurcatminneapolis.com/,TRUE,null,null,Eggy's,Breakfast/Lunch,http://eggysdiner.com/locations/minneapolis/,FALSE,null,null,Nicollet Diner,Diner Food,http://www.thenicolletdiner.com/,TRUE,null,null
Utepils Brewing,Bryn Mawr Pizza and Deli,Pizza,https://www.thebmpd.com/,TRUE,null,null,La Mesa,Latin,https://www.lamesampls.com/,FALSE,null,null,The Cornerstone Cafe,BBQ/Comfort Food,null,FALSE,null,null,Esker Grove,Fancy,https://eskergrove.com/dinner/,FALSE,null,null
Barrel Theory,Darkhorse Bar and Eatery,Bar Food and Pizza,http://darkhorsebarandeatery.com/menus/,FALSE,null,null,The Bulldog Lowertown,Bar Food,https://www.thebulldogmn.com/,FALSE,null,null,Handsome Hog,BBQ/Comfort Food,http://www.handsomehog.com/,FALSE,null,null,Octo Fishbar,Seafood,https://octostp.com/,FALSE,null,null
Dangerous Man Brewery,Sasquatch Sandwiches ,Food Truck,http://www.sasquatchsandwiches.com/,TRUE,null,null,Young Joni,American Food and Woodfire Pizzas,https://www.youngjoni.com/,FALSE,null,null,The Anchor Fish & Chips,European Food,http://www.theanchorfishandchips.com/,TRUE,null,null,Northeast Social,Relaxed bistro featuring refined American & Continental cuisine plus a playful tiki bar.,https://www.northeastsocial.com/,FALSE,null,null
Able Seedhouse and Brewery,Animales Barbeque Company,BBQ and Fresh Smoked Meats,https://www.instagram.com/animalesbarbequeco/,TRUE,null,null,Uncle Franky's,American Food,http://www.unclefrankys.com/goodmenu.shtml,FALSE,null,null,Ideal Diner,"All-day breakfasts, plus sandwiches & burgers served with chips",https://www.idealdiner.com/menu,FALSE,null,null,MN Nice Cream,Desert/ Ice Cream,https://www.mnnicecream.com/,FALSE,null,null
Insight Brewing Co.,Blue Fire Pizza,Food Truck,https://www.bluefirepizzatruck.com/menu,TRUE,null,null,Potter's Pasties,English Food Food Truck,http://potterspasties.com/menu/,TRUE,null,null,The Big Red Wagon,Food Truck- Sandwiches,https://www.facebook.com/The-big-red-wagon-1767533636895848/,TRUE,null,null,KCM Egg Rolls,Vietnamese Food Truck,https://roaminghunger.com/kcm-eggrolls/,TRUE,null,null
Indeed Brewing Co.,Centro at Popol Vuh,"a place to gather over street tacos, pitchers of margaritas, and a fresh raw bar. ",https://popolvuhmpls.com/centro/#tacos,TRUE,null,null,Ideal Diner,"All-day breakfasts, plus sandwiches & burgers served with chips",https://www.idealdiner.com/menu,FALSE,null,null,MAYA Cuisine,Mexican/ Latin Food,https://www.mayacuisineusa.com/,FALSE,null,null,The Mill Northeast,"American Food, Bar, and Vegetarian Friendly",http://themillnortheast.com/,FALSE,null,null
HeadFlyer Brewing,Domo Ramen,Asian Fusion Restraunt,https://www.domoramen.com/menus/,TRUE,null,null,Eli's East,Fine American Food Restaurant,http://elisfoodandcocktails.com/east-appetizers/,FALSE,null,null,Brasa Premium Rotisserie,Southern Food Restaurant,Delivery Available Via Bitesquad: http://www.brasa.us/,TRUE,null,null,Lu's Sandwiches,Sandwich Shop,http://lusandwiches.com/,TRUE,null,null
Summit Brewing Company,J R Mac's Bar & Grill,Bar & Grill,https://jrmacspub.com/,FALSE,null,null,Tavial Grill,Mexican Food,https://tavialgrill.com/menu,TRUE,null,null,Bennett's Chop & Railhouse,Steak House Food,http://www.bennettschopandrailhouse.com/,TRUE,null,null,Shamrocks,Bar & Grill and Amazing Burgers,http://www.crnook.com/,FALSE,null,null
Bad Weather Brewery,Potter's Pasties,English Food Food Truck,http://potterspasties.com/menu/,TRUE,null,null,Gerhard's Brats,German Sausages Food Truck,https://roaminghunger.com/gerhards-brats/,TRUE,null,null,Solo Pizza,Pizza,https://solospizza.com/menu/,TRUE,null,null,Tiki Tims,"Fish Tacos, Crab Cakes, and Polynessian Blend Foods",http://www.tikitimsmn.com/ourfood/,TRUE,null,null
Inbound BrewCo,Electric Noodles,"Food Truck that specializes in Japanese, Sandwiches, Noodles, and Ramen",https://roaminghunger.com/electric-noodle/,TRUE,null,null,Eastern Promises,"Food Truck:Featuring bold flavors from Russia, Japan, China & Turkey, Eastern Promises Restaurant Group creates unforgettable culinary experiences shaped by the people, food, and cultures of the Eastern Hemisphere.",https://easternpromisesmn.com/food-truck/menu,TRUE,null,null,Market Bar-B-Que,Food Truck that specializes in BBQ,https://roaminghunger.com/market-bar-b-que-food-truck/,TRUE,null,null,Sandy's Grill & Italian Ice,American Classics Food Truck,https://roaminghunger.com/sandys/,TRUE,null,null
Lake Monster Brewing,The Naughty Greek,Greek Restaurant ,https://www.thenaughtygreek.com/menu,TRUE,null,null,Cafe Biaggio,Homemade Italian Food,http://www.caffebiaggio.com/menu,FALSE,null,null,The Dubliner Pub and Cafe,"Easygoing pub featuring live music most nights, weekly Irish dance lessons & craft brews.",https://thedublinerpub.com/,FALSE,null,null,Blue Door Pub St. Paul,"Relaxed spot for stuffed burgers, soups, salads & other American bar fare, plus craft beer & wine.",https://www.thebdp.com/#blucy,TRUE,null,null
Bald Man Brewing,Jensen's Food & Cocktail,"Casual eatery for classic steak & seafood dishes plus beer, specialty martinis & early-bird deals.",https://jensensfoodandcocktails.com/reservation/,FALSE,null,null,Davanni's Pizza & Hot Hoagies,"Regional chain with a long menu of pizzas, hoagies & more, ordered at the counter or for delivery.",https://www.davannis.com/,TRUE,null,null,Rack Shack BBQ,"Unfussy eatery focusing on Memphis-style BBQ fare including ribs, pulled pork, brisket & turkey.",https://www.rackshackbarbeque.com/,TRUE,null,null,Fitz's Bar & Grill,Beer & pub grub at a bowling alley featuring 36 lanes & a seasonal outdoor volleyball court.,http://www.cedarvalelanes.com/fitz-s-bar---grill2.html,FALSE,null,null
Tin Whiskers Brewing Co.,Sawatdee Thai Restaurant,Long-standing local chain offering a wide range of Thai classics; some branches have lunch buffets.,http://www.sawatdee.com/saint-paul,TRUE,null,null,Black Fire Coal Fired Pizza,"Casual pizzeria turning out coal-fired, thin-crust specialty pies, with craft beers on tap & wine.",http://www.blacksheeppizza.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_content=st-paul,TRUE,null,null,PUBLIC Kitchen + Bar,"Light-filled space with a patio & park views for New American fare, plus late-night craft cocktails",http://publickitchenstpaul.com/,FALSE,null,null,Handsome Hog,A pig-centric menu & traditional Southern eats are paired with a large bourbon list in trendy digs,https://handsomehog.com/,FALSE,null,null
